file,has_external_call,updates_state,is_payable,has_reentrancy_guard,has_loop,has_array_ops,has_selfdestruct,has_tx_origin,has_unchecked_call,has_overflow_risk,has_block_dependency,has_delegatecall,has_msg_value,has_fallback,label
38572.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
38464.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34468.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36631.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
34315.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36341.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32549.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
44808.sol,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
717.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
35543.sol,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1
37439.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
43585.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34069.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
34515.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33969.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34419.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34659.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39060.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
45074.sol,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1
332.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
33754.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32481.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
21513.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44184.sol,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1
32781.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38020.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
40746.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
39473.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
44085.sol,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
35209.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
686.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35580.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36330.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40745.sol,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
40344.sol,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1
20892.sol,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1
20411.sol,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
38810.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
46.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34562.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
44468.sol,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1
20933.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1
31485.sol,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
33483.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1753.sol,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
36797.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
871.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
37417.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33378.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36935.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
32386.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35182.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
33520.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39500.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
44452.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
791.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
37532.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39711.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
33236.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35657.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20918.sol,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
33723.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
1427.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
44939.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12
27767.sol,1,1,1,0,0,0,0,0,0,1,0,1,0,1,12
43085.sol,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12
34483.sol,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12
25335.sol,0,1,1,0,0,0,0,0,0,0,0,0,1,1,12
29999.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
38293.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
33799.sol,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12
29842.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12
3972.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12
2860.sol,1,1,1,0,1,1,0,0,0,1,0,0,0,1,12
43126.sol,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12
2004.sol,0,1,1,0,0,1,0,0,0,0,0,0,0,0,12
25456.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12
25217.sol,1,1,0,0,1,1,0,0,0,0,0,1,0,0,12
13000.sol,1,1,0,0,1,1,0,0,0,0,0,1,0,0,12
20874.sol,1,1,1,0,1,0,0,0,0,0,1,0,1,0,12
38370.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
5332.sol,1,1,1,0,1,0,0,0,0,0,1,0,1,0,12
43367.sol,0,1,1,0,0,0,0,0,0,0,0,0,1,0,12
3521.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12
24277.sol,1,1,1,0,1,1,0,0,0,1,1,1,1,1,12
47236.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
33727.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
44428.sol,0,1,1,0,1,1,0,0,0,0,0,0,1,1,12
7066.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,0,12
44311.sol,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
30358.sol,1,1,1,0,0,0,1,0,0,0,0,1,1,1,12
20740.sol,0,1,1,0,1,1,0,0,0,1,0,0,1,1,12
5380.sol,1,1,1,0,1,1,0,0,0,1,0,0,0,1,12
22943.sol,1,1,0,0,1,1,0,0,0,0,0,1,0,0,12
5349.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
11772.sol,1,1,1,0,0,0,0,0,0,0,0,1,0,1,12
5854.sol,1,1,1,1,1,1,1,0,0,1,1,0,0,0,12
5321.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
21312.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
7494.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
14108.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
25219.sol,1,1,0,0,1,0,0,0,0,0,0,1,0,0,12
22229.sol,0,1,1,0,1,1,0,0,0,1,0,0,0,1,12
11089.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
3721.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
30357.sol,1,1,1,0,0,0,1,0,0,0,0,1,1,1,12
18102.sol,0,1,1,0,0,0,0,0,0,0,1,0,0,1,12
510.sol,1,1,1,0,1,1,0,0,0,1,0,1,1,0,12
44418.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12
8680.sol,0,1,1,0,0,0,0,0,0,0,0,0,1,1,12
7003.sol,1,1,1,0,0,0,0,0,0,0,0,1,0,1,12
29717.sol,1,1,1,0,0,0,0,0,0,0,0,1,0,1,12
12692.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
33425.sol,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12
47235.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
43189.sol,0,1,1,0,1,1,0,0,0,1,0,0,0,0,12
7628.sol,0,1,1,0,1,1,0,0,0,0,1,0,0,1,12
7129.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
44224.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
6043.sol,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12
43354.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
22344.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
45086.sol,0,1,1,0,0,1,0,0,0,0,0,0,1,0,12
20681.sol,1,1,1,0,0,0,0,0,0,0,0,1,0,1,12
44417.sol,0,1,1,0,1,1,0,0,0,0,0,0,1,1,12
1517.sol,0,1,1,0,0,0,0,0,0,0,0,0,1,1,12
5901.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
22648.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12
26284.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
2248.sol,0,1,1,0,0,0,0,0,0,0,0,0,1,1,12
23089.sol,0,1,1,0,0,0,0,0,0,0,0,1,1,1,12
33728.sol,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12
33567.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
45085.sol,0,1,1,0,0,0,0,0,0,0,0,0,1,1,12
22218.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12
33930.sol,1,1,1,0,0,1,1,0,0,0,1,1,1,0,12
4617.sol,0,1,1,0,0,1,0,0,0,0,0,0,0,0,12
22345.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
21313.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
34410.sol,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12
20869.sol,1,1,1,0,1,0,0,0,0,0,1,0,1,0,12
43210.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
11074.sol,1,1,1,0,1,1,1,0,0,0,0,0,0,1,12
30740.sol,1,1,1,0,0,0,0,0,0,0,0,1,0,1,12
30692.sol,1,1,1,0,0,0,1,0,0,0,0,1,1,1,12
1138.sol,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12
10708.sol,0,1,1,0,0,1,0,0,0,0,0,0,0,0,12
16372.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12
23604.sol,1,1,1,0,1,1,0,0,0,1,0,1,1,0,12
14677.sol,1,1,0,0,0,1,0,0,0,0,0,1,0,0,12
33741.sol,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12
20625.sol,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12
38362.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,12
29219.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,1,12
7493.sol,0,1,1,1,1,1,0,0,0,1,1,0,0,0,12
22320.sol,1,1,0,0,1,1,0,0,0,1,0,0,1,0,12
21314.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
30679.sol,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12
10726.sol,0,1,0,0,1,1,0,0,0,0,0,1,0,0,12
43311.sol,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12
716.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1201.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1389.sol,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
1609.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1545.sol,1,1,1,0,0,0,1,0,0,1,1,0,1,1,3
1359.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
305.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
575.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
769.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1392.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1805.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1089.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
14.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1662.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1412.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
603.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1390.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1374.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1659.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
45.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1959.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
163.sol,1,1,1,0,1,1,1,0,0,0,1,0,1,1,3
1145.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1369.sol,1,1,1,0,0,0,1,0,0,0,1,0,1,0,3
92.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
938.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
209.sol,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3
1251.sol,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3
1471.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3
1411.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
485.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
834.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
936.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
120.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
675.sol,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
732.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3
1711.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1124.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
385.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,3
973.sol,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
1941.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
751.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1644.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1690.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1291.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1464.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
606.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
937.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
373.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1254.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1154.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1039.sol,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
1829.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
393.sol,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
389.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
544.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
559.sol,1,1,1,0,1,1,0,0,0,0,1,0,1,0,3
600.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
810.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
869.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
346.sol,1,1,0,1,1,1,0,0,0,0,1,0,0,0,3
1577.sol,1,1,1,1,1,1,0,0,0,0,1,0,0,0,3
263.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1440.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1844.sol,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3
382.sol,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
862.sol,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3
1131.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
870.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
741.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
669.sol,1,1,1,0,1,1,0,0,0,1,1,0,0,1,3
1135.sol,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
1923.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
283.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
457.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
20.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1580.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1668.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1615.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
77.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1008.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
21.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
511.sol,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
1876.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3
375.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
351.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
634.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
174.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
451.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
725.sol,1,1,1,0,1,1,0,0,0,0,1,0,1,0,3
1601.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
553.sol,1,1,1,0,1,0,0,0,0,0,0,0,1,1,3
39.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1841.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
181.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1274.sol,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3
1634.sol,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
899.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1230.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
481.sol,1,1,1,1,1,1,0,0,0,0,1,0,0,1,3
162.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3
1972.sol,0,1,1,0,1,0,0,0,0,0,1,0,0,0,3
958.sol,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
866.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
926.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1535.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1624.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3
1604.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1367.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
453.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1964.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,3
651.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
52.sol,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3
1675.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1629.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1097.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1066.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1932.sol,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3
1356.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1324.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1920.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
928.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
528.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
889.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
118.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
865.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
178.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
823.sol,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3
61.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3
975.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1054.sol,1,1,1,0,0,1,0,0,0,1,0,0,1,1,3
130.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
18.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
898.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
643.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
281.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1874.sol,1,1,1,0,1,0,0,0,0,0,0,0,1,1,3
1234.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3
1092.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1094.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1971.sol,0,1,1,0,0,1,1,0,0,0,0,0,1,0,3
1170.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3
1074.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1798.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1935.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1212.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1172.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,1,3
1791.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
812.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,0,3
1744.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
1657.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
306.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1180.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
386.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
776.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
813.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
395.sol,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3
1526.sol,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3
1040.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1913.sol,1,1,1,0,1,1,0,1,0,0,1,0,1,0,3
697.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1001.sol,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
1141.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1018.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3
1738.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
633.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1351.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
446.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1870.sol,1,1,1,0,1,1,0,0,0,0,1,0,1,0,3
1314.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
737.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
149.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
951.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
735.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1306.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1483.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1521.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
949.sol,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3
683.sol,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
548.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1073.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1021.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1730.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
68.sol,0,1,0,1,1,1,0,0,0,0,1,0,0,0,3
1906.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1720.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1652.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
6.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
994.sol,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3
1457.sol,1,1,1,0,0,1,0,0,0,0,0,0,1,1,3
206.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
814.sol,1,1,1,0,1,1,0,0,0,0,1,0,1,1,3
1443.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1377.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1308.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
241.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
462.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
480.sol,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
1100.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1610.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1322.sol,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
253.sol,1,1,1,0,0,1,0,0,0,0,1,0,1,1,3
1293.sol,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3
524.sol,0,1,1,0,1,1,0,0,0,0,1,0,0,1,3
1533.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1292.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
187.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1231.sol,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
107.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
760.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
850.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1319.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,0,3
932.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
766.sol,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
1247.sol,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
1332.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
668.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1764.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
233.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
849.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1153.sol,1,1,1,0,0,1,0,1,0,0,0,0,1,0,3
532.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
648.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3
804.sol,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3
117.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1578.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
315.sol,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1010.sol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1900.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
